source.name	sequenceID	pubmed_id	length	genotype	isolate_data.country
ncbi-curated	ON022391	-	10172	SouthAmerica1	Brazil: MG, Madre De Deus De Minas [IBGE7 3139102]
ncbi-curated	ON022392	-	10172	SouthAmerica1	Brazil: MG, Juiz De Fora [IBGE7 3136702]
ncbi-curated	ON022393	-	10172	SouthAmerica1	Brazil: MG, Mariana [IBGE7 3140001]
ncbi-curated	ON022394	-	10172	SouthAmerica1	Brazil: MG, Tiradentes [IBGE7 3168804]
ncbi-curated	ON022395	-	10156	SouthAmerica1	Brazil: MG, Carmopolis De Minas [IBGE7 3114501]
ncbi-curated	ON022396	-	10172	SouthAmerica1	Brazil: MG, Itapecerica [IBGE7 3133501]
ncbi-curated	ON022397	-	10172	SouthAmerica1	Brazil: MG, Santana Do Deserto [IBGE7 3158607]
ncbi-curated	ON022398	-	10172	SouthAmerica1	Brazil: MG, Alem Paraiba [IBGE7 3101508]
ncbi-curated	ON022399	-	10172	SouthAmerica1	Brazil: MG, Fervedouro [IBGE7 3125952]
ncbi-curated	ON022400	-	9884	SouthAmerica1	Brazil: MG, Carmo Do Rio Claro [IBGE7 3114402]
ncbi-curated	ON022401	-	10172	SouthAmerica1	Brazil: MG, Ilicinea [IBGE7 3130507]
ncbi-curated	ON022402	-	10172	SouthAmerica1	Brazil: MG, Casa Grande [IBGE7 3114907]
ncbi-curated	ON022403	-	10172	SouthAmerica1	Brazil: MG, Congonhas [IBGE7 3118007]
ncbi-curated	ON022404	-	10172	SouthAmerica1	Brazil: MG, Madre De Deus De Minas [IBGE7 3139102]
ncbi-curated	ON022405	-	10172	SouthAmerica1	Brazil: MG, Sabara [IBGE7 3156700]
ncbi-curated	ON022406	-	10172	SouthAmerica1	Brazil: MG, Santana Do Deserto [IBGE7 3158607]
ncbi-curated	ON022407	-	10172	SouthAmerica1	Brazil: MG, Sao Joao Da Mata [IBGE7 3162302]
ncbi-curated	ON022408	-	10172	SouthAmerica1	Brazil: MG, Senador Amaral [IBGE7 3165578]
ncbi-curated	ON022409	-	10172	SouthAmerica1	Brazil: MG, Rio Doce [IBGE7 3155009]
ncbi-curated	ON022410	-	10172	SouthAmerica1	Brazil: MG, Sao Tiago [IBGE7 3165008]
ncbi-curated	ON022411	-	10172	SouthAmerica1	Brazil: MG, Belo Horizonte [IBGE7 3106200]
ncbi-curated	ON022412	-	10172	SouthAmerica1	Brazil: MG, Sao Joao Del Rei [IBGE7 3162500]
ncbi-curated	ON022413	-	10172	SouthAmerica1	Brazil: MG, Mar De Espanha [IBGE7 3139805]
ncbi-curated	ON022414	-	10172	SouthAmerica1	Brazil: MG, Congonhal [IBGE7 3117900]
ncbi-curated	ON022415	-	10172	SouthAmerica1	Brazil: MG, Santa Maria De Itabira [IBGE7 3158003]
ncbi-curated	ON022416	-	10172	SouthAmerica1	Brazil: MG, Rio Doce [IBGE7 3155009]
ncbi-curated	ON022417	-	10172	SouthAmerica1	Brazil: MG, Caete [IBGE7 3110004]
ncbi-curated	ON022418	-	10172	SouthAmerica1	Brazil: MG, Ilicinea [IBGE7 3130507]
ncbi-curated	ON022419	-	10172	SouthAmerica1	Brazil: MG, Casa Grande [IBGE7 3114907]
ncbi-curated	ON022420	-	10172	SouthAmerica1	Brazil: MG, Juiz De Fora [IBGE7 3136702]
ncbi-curated	ON022421	-	10172	SouthAmerica1	Brazil: MG, Senador Amaral [IBGE7 3165578]
ncbi-curated	ON022422	-	10172	SouthAmerica1	Brazil: MG, Taquaracu De Minas [IBGE7 3168309]
ncbi-curated	ON022423	-	10172	SouthAmerica1	Brazil: MG, Belo Horizonte [IBGE7 3106200]
ncbi-curated	ON022424	-	10172	SouthAmerica1	Brazil: MG, Piau [IBGE7 3150109]
ncbi-curated	ON022425	-	10172	SouthAmerica1	Brazil: MG, Sabara [IBGE7 3156700]
ncbi-curated	ON022426	-	10172	SouthAmerica1	Brazil: MG, Andradas [IBGE7 3102605]
ncbi-curated	ON022427	-	10172	SouthAmerica1	Brazil: MG, Simao Pereira [IBGE7 3167509]
ncbi-curated	ON022428	-	10172	SouthAmerica1	Brazil: MG, Itabira [IBGE7 3131703]
ncbi-curated	ON022429	-	10172	SouthAmerica1	Brazil: MG, Congonhal [IBGE7 3117900]
ncbi-curated	ON022430	-	10172	SouthAmerica1	Brazil: MG, Marlieria [IBGE7 3140308]
ncbi-curated	ON022431	-	10172	SouthAmerica1	Brazil: MG, Belo Horizonte [IBGE7 3106200]
ncbi-curated	ON022432	-	10172	SouthAmerica1	Brazil: MG, Santo Antonio Do Aventureiro [IBGE7 3160009]
ncbi-curated	ON022433	-	10172	SouthAmerica1	Brazil: RJ, Angra Dos Reis [IBGE7 3300100]
ncbi-curated	ON022434	-	10172	SouthAmerica1	Brazil: RJ, Angra Dos Reis [IBGE7 3300100]
ncbi-curated	ON022435	-	10172	SouthAmerica1	Brazil: RJ, Miguel Pereira [IBGE7 3302908]
ncbi-curated	ON022436	-	10172	SouthAmerica1	Brazil: RJ, Angra Dos Reis [IBGE7 3300100]
ncbi-curated	ON022437	-	10172	SouthAmerica1	Brazil: RJ, Rio De Janeiro [IBGE7 3304557]
ncbi-curated	ON022438	-	10172	SouthAmerica1	Brazil: RJ, Volta Redonda [IBGE7 3306305]
ncbi-curated	ON022439	-	10172	SouthAmerica1	Brazil: RJ, Carmo [IBGE7 3301207]
ncbi-curated	ON022440	-	10172	SouthAmerica1	Brazil: RJ, Rio De Janeiro [IBGE7 3304557]
ncbi-curated	ON022441	-	10172	SouthAmerica1	Brazil: RJ, Itatiaia [IBGE7 3302254]
ncbi-curated	ON022442	-	10172	SouthAmerica1	Brazil: RJ, Cachoeiras De Macacu [IBGE7 3300803]
ncbi-curated	ON022443	-	10172	SouthAmerica1	Brazil: RJ, Macuco [IBGE7 3302452]
ncbi-curated	ON022444	-	10172	SouthAmerica1	Brazil: ES, Serra [IBGE7 3205002]
ncbi-curated	ON022445	-	10172	SouthAmerica1	Brazil: RJ, Valenca [IBGE7 3306107]
ncbi-curated	ON022446	-	10172	SouthAmerica1	Brazil: ES, Santa Leopoldina [IBGE7 3204500]
ncbi-curated	ON022447	-	10172	SouthAmerica1	Brazil: ES, Santa Leopoldina [IBGE7 3204500]
ncbi-curated	ON022448	-	10172	SouthAmerica1	Brazil: RJ, Itatiaia [IBGE7 3302254]
ncbi-curated	ON022449	-	10172	SouthAmerica1	Brazil: RJ, Valenca [IBGE7 3306107]
ncbi-curated	ON022450	-	10172	SouthAmerica1	Brazil: RJ, Duas Barras [IBGE7 3301603]
ncbi-curated	ON022451	-	10172	SouthAmerica1	Brazil: RJ, Angra Dos Reis [IBGE7 3300100]
ncbi-curated	ON022452	-	10172	SouthAmerica1	Brazil: RJ, Angra Dos Reis [IBGE7 3300100]
ncbi-curated	ON022453	-	10172	SouthAmerica1	Brazil: RJ, Angra Dos Reis [IBGE7 3300100]
ncbi-curated	ON022454	-	10172	SouthAmerica1	Brazil: RJ, Angra Dos Reis [IBGE7 3300100]
ncbi-curated	ON022455	-	10172	SouthAmerica1	Brazil: RJ, Santa Maria Madalena [IBGE7 3304607]
ncbi-curated	ON022456	-	10172	SouthAmerica1	Brazil: ES, Itarana [IBGE7 3202900]
ncbi-curated	ON022457	-	10172	SouthAmerica1	Brazil: RJ, Cachoeiras De Macacu [IBGE7 3300803]
ncbi-curated	ON022458	-	10172	SouthAmerica1	Brazil: RJ, Rio De Janeiro [IBGE7 3304557]
ncbi-curated	ON022459	-	10172	SouthAmerica1	Brazil: RJ, Angra Dos Reis [IBGE7 3300100]
ncbi-curated	ON022460	-	10172	SouthAmerica1	Brazil: RJ, Carmo [IBGE7 3301207]
ncbi-curated	ON022461	-	10172	SouthAmerica1	Brazil: ES, Santa Teresa [IBGE7 3204609]
ncbi-curated	ON022462	-	10172	SouthAmerica1	Brazil: RJ, Volta Redonda [IBGE7 3306305]
ncbi-curated	ON022463	-	10172	SouthAmerica1	Brazil: RJ, Marica [IBGE7 3302700]
ncbi-curated	ON022464	-	10172	SouthAmerica1	Brazil: ES, Santa Teresa [IBGE7 3204609]
ncbi-curated	ON022465	-	10172	SouthAmerica1	Brazil: RJ, Vassouras [IBGE7 3306206]
ncbi-curated	ON022466	-	10172	SouthAmerica1	Brazil: RJ, Macuco [IBGE7 3302452]
ncbi-curated	ON022467	-	10172	SouthAmerica1	Brazil: RJ, Rio De Janeiro [IBGE7 3304557]
ncbi-curated	ON022468	-	9884	SouthAmerica1	Brazil: ES, Aracruz [IBGE7 3200607]
ncbi-curated	ON022469	-	9884	SouthAmerica1	Brazil: RJ, Niteroi [IBGE7 3303302]
ncbi-curated	ON022470	-	10172	SouthAmerica1	Brazil: RJ, Rio De Janeiro [IBGE7 3304557]
ncbi-curated	ON022471	-	10172	SouthAmerica1	Brazil: RJ, Cantagalo [IBGE7 3301108]
ncbi-curated	ON022472	-	10172	SouthAmerica1	Brazil: RJ, Angra Dos Reis [IBGE7 3300100]
ncbi-curated	ON022473	-	10172	SouthAmerica1	Brazil: RJ, Bom Jardim [IBGE7 3300506]
ncbi-curated	ON022474	-	10172	SouthAmerica1	Brazil: MG, Juiz De Fora [IBGE7 3136702]
ncbi-curated	ON022475	-	10172	SouthAmerica1	Brazil: RJ, Barra Mansa [IBGE7 3300407]
ncbi-curated	ON022476	-	10172	SouthAmerica1	Brazil: RJ, Teresopolis [IBGE7 3305802]
ncbi-curated	ON022477	-	10172	SouthAmerica1	Brazil: RJ, Rio De Janeiro [IBGE7 3304557]
ncbi-curated	ON022478	-	10172	SouthAmerica1	Brazil: RJ, Duas Barras [IBGE7 3301603]
ncbi-curated	ON022479	-	10172	SouthAmerica1	Brazil: RJ, Sumidouro [IBGE7 3305703]
ncbi-curated	ON022480	-	9884	SouthAmerica1	Brazil: RJ, Teresopolis [IBGE7 3305802]
ncbi-curated	ON022481	-	10172	SouthAmerica1	Brazil: RJ, Teresopolis [IBGE7 3305802]
ncbi-curated	ON022482	-	10172	SouthAmerica1	Brazil: RJ, Bom Jardim [IBGE7 3300506]
ncbi-curated	ON022483	-	10172	SouthAmerica1	Brazil: RJ, Nova Friburgo [IBGE7 3303401]
ncbi-curated	ON022484	-	10172	SouthAmerica1	Brazil: RJ, Angra Dos Reis [IBGE7 3300100]
ncbi-curated	ON022485	-	10172	SouthAmerica1	Brazil: RJ, Angra Dos Reis [IBGE7 3300100]
ncbi-curated	ON022486	-	10172	SouthAmerica1	Brazil: RJ, Niteroi [IBGE7 3303302]
ncbi-curated	ON022487	-	10172	SouthAmerica1	Brazil: RJ, Angra Dos Reis [IBGE7 3300100]
ncbi-curated	ON022488	-	10172	SouthAmerica1	Brazil: RJ, Angra Dos Reis [IBGE7 3300100]
ncbi-curated	ON022489	-	10172	SouthAmerica1	Brazil: RJ, Teresopolis [IBGE7 3305802]
ncbi-curated	ON022490	-	9884	SouthAmerica1	Brazil: RJ, Rio De Janeiro [IBGE7 3304557]
ncbi-curated	ON022491	-	10172	SouthAmerica1	Brazil: RJ, Duas Barras [IBGE7 3301603]
ncbi-curated	ON022492	-	10172	SouthAmerica1	Brazil: RJ, Valenca [IBGE7 3306107]
ncbi-curated	ON022493	-	9884	SouthAmerica1	Brazil: RJ, Cachoeiras De Macacu [IBGE7 3300803]
ncbi-curated	ON022494	-	9884	SouthAmerica1	Brazil: RJ, Nova Friburgo [IBGE7 3303401]
ncbi-curated	ON022495	-	9884	SouthAmerica1	Brazil: RS, Sao Leopoldo [IBGE7 4318705]
ncbi-curated	ON022496	-	10172	SouthAmerica1	Brazil: ES, Cariacica [IBGE7 3201308]
ncbi-curated	ON022497	-	9884	SouthAmerica1	Brazil: RJ, Italva [IBGE7 3302056]
ncbi-curated	ON022498	-	9884	SouthAmerica1	Brazil: RJ, Valenca [IBGE7 3306107]
ncbi-curated	ON022499	-	10172	SouthAmerica1	Brazil: RJ, Duas Barras [IBGE7 3301603]
ncbi-curated	ON022500	-	10172	SouthAmerica1	Brazil: RJ, Valenca [IBGE7 3306107]
ncbi-curated	ON022501	-	10172	SouthAmerica1	Brazil: RJ, Cachoeiras De Macacu [IBGE7 3300803]
ncbi-curated	ON022502	-	10172	SouthAmerica1	Brazil: RJ, Trajano De Moraes [IBGE7 3305901]
ncbi-curated	ON022503	-	10172	SouthAmerica1	Brazil: RJ, Duas Barras [IBGE7 3301603]
ncbi-curated	ON022504	-	10172	SouthAmerica1	Brazil: ES, Viana [IBGE7 3205101]
ncbi-curated	ON022505	-	10172	SouthAmerica1	Brazil: RJ, Duas Barras [IBGE7 3301603]
ncbi-curated	ON022506	-	9884	SouthAmerica1	Brazil: RJ, Valenca [IBGE7 3306107]
ncbi-curated	ON022507	-	9884	SouthAmerica1	Brazil: RJ, Rio Das Flores [IBGE7 3304508]
ncbi-curated	ON022508	-	9884	SouthAmerica1	Brazil: RJ, Valenca [IBGE7 3306107]
ncbi-curated	ON022509	-	10172	SouthAmerica1	Brazil: RJ, Cantagalo [IBGE7 3301108]
ncbi-curated	ON022510	-	10172	SouthAmerica1	Brazil: ES, Vitoria [IBGE7 3205309]
ncbi-curated	ON022511	-	10172	SouthAmerica1	Brazil: RJ, Nova Friburgo [IBGE7 3303401]
ncbi-curated	ON022512	-	9884	SouthAmerica1	Brazil: RJ, Angra Dos Reis [IBGE7 3300100]
ncbi-curated	ON022513	-	9884	SouthAmerica1	Brazil: RJ, Duas Barras [IBGE7 3301603]
ncbi-curated	ON022514	-	10172	SouthAmerica1	Brazil: RJ, Valenca [IBGE7 3306107]
ncbi-curated	ON022515	-	9884	SouthAmerica1	Brazil: RJ, Niteroi [IBGE7 3303302]
ncbi-curated	ON022516	-	10172	SouthAmerica1	Brazil: RJ, Teresopolis [IBGE7 3305802]
ncbi-curated	ON022517	-	9884	SouthAmerica1	Brazil: RJ, Volta Redonda [IBGE7 3306305]
ncbi-curated	ON022518	-	9884	SouthAmerica1	Brazil: ES, Serra [IBGE7 3205002]
ncbi-curated	ON022519	-	9884	SouthAmerica1	Brazil: RJ, Itaperuna [IBGE7 3302205]
ncbi-curated	ON022520	-	10172	SouthAmerica1	Brazil: ES, Santa Maria De Jetiba [IBGE7 3204559]
ncbi-curated	ON022521	-	9884	SouthAmerica1	Brazil: RJ, Silva Jardim [IBGE7 3305604]
ncbi-curated	ON022522	-	10172	SouthAmerica1	Brazil: RJ, Macae [IBGE7 3302403]
ncbi-curated	ON022523	-	10172	SouthAmerica1	Brazil: ES, Muniz Freira [IBGE7 3203700]
ncbi-curated	ON022524	-	10172	SouthAmerica1	Brazil: ES, Laranja Da Terra [IBGE7 3203163]
ncbi-curated	ON022525	-	10172	SouthAmerica1	Brazil: ES, Conceicao Do Castelo [IBGE7 3201704]
ncbi-curated	ON022526	-	10172	SouthAmerica1	Brazil: RJ, Angra Dos Reis [IBGE7 3300100]
ncbi-curated	ON022527	-	10172	SouthAmerica1	Brazil: ES, Iuna [IBGE7 3203007]
ncbi-curated	ON022528	-	10172	SouthAmerica1	Brazil: ES, Cachoeiro De Itapemirim [IBGE7 3201209]
ncbi-curated	ON022529	-	10172	SouthAmerica1	Brazil: ES, Venda Nova Do Imigrante [IBGE7 3205069]
ncbi-curated	ON022530	-	10172	SouthAmerica1	Brazil: ES, Santa Leopoldina [IBGE7 3204500]
ncbi-curated	ON022531	-	10172	SouthAmerica1	Brazil: ES, Brejetuba [IBGE7 3201159]
ncbi-curated	ON022532	-	10172	SouthAmerica1	Brazil: ES, Ibatiba [IBGE7 3202454]
ncbi-curated	ON022533	-	10172	SouthAmerica1	Brazil: RJ, Angra Dos Reis [IBGE7 3300100]
ncbi-curated	ON022534	-	10172	SouthAmerica1	Brazil: RJ, Teresopolis [IBGE7 3305802]
ncbi-curated	ON022535	-	10172	SouthAmerica1	Brazil: ES, Ibatiba [IBGE7 3202454]
ncbi-curated	ON022536	-	10172	SouthAmerica1	Brazil: ES, Ibatiba [IBGE7 3202454]
ncbi-curated	ON022537	-	10172	SouthAmerica1	Brazil: ES, Vitoria [IBGE7 3205309]
ncbi-curated	ON022538	-	10172	SouthAmerica1	Brazil: ES, Baixo Guandu [IBGE7 3200805]
ncbi-curated	ON022539	-	10172	SouthAmerica1	Brazil: ES, Aracruz [IBGE7 3200607]
ncbi-curated	ON022540	-	10172	SouthAmerica1	Brazil: SP, Carapicuiba [IBGE7 3510609]
ncbi-curated	ON022541	-	10172	SouthAmerica1	Brazil: SP, Sao Bento Do Sapucai [IBGE7 3548609]
ncbi-curated	ON022542	-	10172	SouthAmerica1	Brazil: SP, Guarulhos [IBGE7 3518800]
ncbi-curated	ON022543	-	10172	SouthAmerica1	Brazil: SP, Ubatuba [IBGE7 3555406]
ncbi-curated	ON022544	-	10172	SouthAmerica1	Brazil: SP, Ubatuba [IBGE7 3555406]
ncbi-curated	ON022545	-	10172	SouthAmerica1	Brazil: SP, Eldorado [IBGE7 3514809]
ncbi-curated	ON022546	-	10172	SouthAmerica1	Brazil: SP, Eldorado [IBGE7 3514809]
ncbi-curated	ON022547	-	10172	SouthAmerica1	Brazil: SP, Eldorado [IBGE7 3514809]
ncbi-curated	ON022548	-	10172	SouthAmerica1	Brazil: SP, Cananeia [IBGE7 3509908]
ncbi-curated	ON022549	-	9884	SouthAmerica1	Brazil: SP, Cajati [IBGE7 3509254]
ncbi-curated	ON022550	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022551	-	10172	SouthAmerica1	Brazil: SP, Registro [IBGE7 3542602]
ncbi-curated	ON022552	-	10172	SouthAmerica1	Brazil: SP, Barra Do Turvo [IBGE7 3505401]
ncbi-curated	ON022553	-	10172	SouthAmerica1	Brazil
ncbi-curated	ON022554	-	10172	SouthAmerica1	Brazil: SP, Piracaia [IBGE7 3538600]
ncbi-curated	ON022555	-	10172	SouthAmerica1	Brazil: SP, Osasco [IBGE7 3534401]
ncbi-curated	ON022556	-	10172	SouthAmerica1	Brazil: SP, Eldorado [IBGE7 3514809]
ncbi-curated	ON022557	-	10172	SouthAmerica1	Brazil: SP, Eldorado [IBGE7 3514809]
ncbi-curated	ON022558	-	10172	SouthAmerica1	Brazil: SP, Iporanga [IBGE7 3521200]
ncbi-curated	ON022559	-	10172	SouthAmerica1	Brazil: SP, Cajati [IBGE7 3509254]
ncbi-curated	ON022560	-	10172	SouthAmerica1	Brazil: SP, Barra Do Turvo [IBGE7 3505401]
ncbi-curated	ON022561	-	10172	SouthAmerica1	Brazil: SP, Barra Do Turvo [IBGE7 3505401]
ncbi-curated	ON022562	-	10172	SouthAmerica1	Brazil: SP, Barra Do Turvo [IBGE7 3505401]
ncbi-curated	ON022563	-	10172	SouthAmerica1	Brazil: SP, Iporanga [IBGE7 3521200]
ncbi-curated	ON022564	-	10172	SouthAmerica1	Brazil
ncbi-curated	ON022565	-	10172	SouthAmerica1	Brazil: SP, Itapecerica Da Serra [IBGE7 3522208]
ncbi-curated	ON022566	-	10172	SouthAmerica1	Brazil: SP, Vargem Grande Paulista [IBGE7 3556453]
ncbi-curated	ON022567	-	10172	SouthAmerica1	Brazil: SP, Vargem Grande Paulista [IBGE7 3556453]
ncbi-curated	ON022568	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022569	-	10172	SouthAmerica1	Brazil: SP, Itapecerica Da Serra [IBGE7 3522208]
ncbi-curated	ON022570	-	10172	SouthAmerica1	Brazil: SP, Itapecerica Da Serra [IBGE7 3522208]
ncbi-curated	ON022571	-	10172	SouthAmerica1	Brazil: SP, Itapecerica Da Serra [IBGE7 3522208]
ncbi-curated	ON022572	-	10172	SouthAmerica1	Brazil: SP, Sarapui [IBGE7 3551108]
ncbi-curated	ON022573	-	10172	SouthAmerica1	Brazil: SP, Campinas [IBGE7 3509502]
ncbi-curated	ON022574	-	10172	SouthAmerica1	Brazil: SP, Braganca Paulista [IBGE7 3507605]
ncbi-curated	ON022575	-	10172	SouthAmerica1	Brazil: SP, Monte Alegre Do Sul [IBGE7 3531209]
ncbi-curated	ON022576	-	10172	SouthAmerica1	Brazil: SP, Pinhalzinho [IBGE7 3538204]
ncbi-curated	ON022577	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022578	-	10172	SouthAmerica1	Brazil: SP, Monte Alegre Do Sul [IBGE7 3531209]
ncbi-curated	ON022579	-	10172	SouthAmerica1	Brazil: SP, Pinhalzinho [IBGE7 3538204]
ncbi-curated	ON022580	-	10172	SouthAmerica1	Brazil: SP, Pinhalzinho [IBGE7 3538204]
ncbi-curated	ON022581	-	10172	SouthAmerica1	Brazil: SP, Ribeirao Preto [IBGE7 3543402]
ncbi-curated	ON022582	-	10172	SouthAmerica1	Brazil: SP, Aguas Da Prata [IBGE7 3500402]
ncbi-curated	ON022583	-	10172	SouthAmerica1	Brazil: SP, Sao Sebastiao [IBGE7 3550704]
ncbi-curated	ON022584	-	10172	SouthAmerica1	Brazil: SP, Pindamonhangaba [IBGE7 3538006]
ncbi-curated	ON022585	-	10172	SouthAmerica1	Brazil: SP, Campos Do Jordao [IBGE7 3509700]
ncbi-curated	ON022586	-	10172	SouthAmerica1	Brazil: SP, Jacarei [IBGE7 3524402]
ncbi-curated	ON022587	-	10172	SouthAmerica1	Brazil: SP, Igarata [IBGE7 3520202]
ncbi-curated	ON022588	-	10172	SouthAmerica1	Brazil: SP, Tapirai [IBGE7 3553500]
ncbi-curated	ON022589	-	10172	SouthAmerica1	Brazil: SP, Sao Jose Dos Campos [IBGE7 3549904]
ncbi-curated	ON022590	-	10172	SouthAmerica1	Brazil: SP, Tapirai [IBGE7 3553500]
ncbi-curated	ON022591	-	10172	SouthAmerica1	Brazil: SP, Sao Jose Dos Campos [IBGE7 3549904]
ncbi-curated	ON022592	-	10172	SouthAmerica1	Brazil: SP, Pilaro Do Sul [IBGE7 3537909]
ncbi-curated	ON022593	-	10172	SouthAmerica1	Brazil: SP, Taubate [IBGE7 3554102]
ncbi-curated	ON022594	-	10172	SouthAmerica1	Brazil: SP, Salto De Pirapora [IBGE7 3545308]
ncbi-curated	ON022595	-	10172	SouthAmerica1	Brazil: SP, Sao Sebastiao [IBGE7 3550704]
ncbi-curated	ON022596	-	10172	SouthAmerica1	Brazil: SP, Vinhedo [IBGE7 3556701]
ncbi-curated	ON022597	-	10172	SouthAmerica1	Brazil: SP, Itapecerica Da Serra [IBGE7 3522208]
ncbi-curated	ON022598	-	10172	SouthAmerica1	Brazil: SP, Itapecerica Da Serra [IBGE7 3522208]
ncbi-curated	ON022599	-	10172	SouthAmerica1	Brazil: SP, Tambau [IBGE7 3553302]
ncbi-curated	ON022600	-	10172	SouthAmerica1	Brazil: SP, Jaboticabal [IBGE7 3524303]
ncbi-curated	ON022601	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022602	-	10172	SouthAmerica1	Brazil: SP, Sarapui [IBGE7 3551108]
ncbi-curated	ON022603	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022604	-	10172	SouthAmerica1	Brazil: SP, Louveira [IBGE7 3527306]
ncbi-curated	ON022605	-	10172	SouthAmerica1	Brazil: SP, Braganca Paulista [IBGE7 3507605]
ncbi-curated	ON022606	-	10172	SouthAmerica1	Brazil: SP, Tuiuti [IBGE7 3554953]
ncbi-curated	ON022607	-	10172	SouthAmerica1	Brazil: SP, Louveira [IBGE7 3527306]
ncbi-curated	ON022608	-	10172	SouthAmerica1	Brazil: SP, Pinhalzinho [IBGE7 3538204]
ncbi-curated	ON022609	-	10172	SouthAmerica1	Brazil: SP, Sao Roque [IBGE7 3550605]
ncbi-curated	ON022610	-	10172	SouthAmerica1	Brazil: SP, Louveira [IBGE7 3527306]
ncbi-curated	ON022611	-	10172	SouthAmerica1	Brazil: SP, Tuiuti [IBGE7 3554953]
ncbi-curated	ON022612	-	10172	SouthAmerica1	Brazil: SP, Pinhalzinho [IBGE7 3538204]
ncbi-curated	ON022613	-	10172	SouthAmerica1	Brazil: SP, Vinhedo [IBGE7 3556701]
ncbi-curated	ON022614	-	10172	SouthAmerica1	Brazil: SP, Braganca Paulista [IBGE7 3507605]
ncbi-curated	ON022615	-	10172	SouthAmerica1	Brazil: SP, Pinhalzinho [IBGE7 3538204]
ncbi-curated	ON022616	-	10172	SouthAmerica1	Brazil: SP, Braganca Paulista [IBGE7 3507605]
ncbi-curated	ON022617	-	10172	SouthAmerica1	Brazil: SP, Pedra Bela [IBGE7 3536802]
ncbi-curated	ON022618	-	10172	SouthAmerica1	Brazil: SP, Pinhalzinho [IBGE7 3538204]
ncbi-curated	ON022619	-	10172	SouthAmerica1	Brazil: SP, Piracaia [IBGE7 3538600]
ncbi-curated	ON022620	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022621	-	10172	SouthAmerica1	Brazil: SP, Pinhalzinho [IBGE7 3538204]
ncbi-curated	ON022622	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022623	-	10172	SouthAmerica1	Brazil: SP, Igarata [IBGE7 3520202]
ncbi-curated	ON022624	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022625	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022626	-	10172	SouthAmerica1	Brazil: SP, Sao Roque [IBGE7 3550605]
ncbi-curated	ON022627	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022628	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022629	-	10172	SouthAmerica1	Brazil: SP, Cotia [IBGE7 3513009]
ncbi-curated	ON022630	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022631	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022632	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022633	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022634	-	10172	SouthAmerica1	Brazil: SP, Sao Roque [IBGE7 3550605]
ncbi-curated	ON022635	-	10172	SouthAmerica1	Brazil: SP, Louveira [IBGE7 3527306]
ncbi-curated	ON022636	-	10172	SouthAmerica1	Brazil: SP, Jundiai [IBGE7 3525904]
ncbi-curated	ON022637	-	10172	SouthAmerica1	Brazil: SP, Sao Roque [IBGE7 3550605]
ncbi-curated	ON022638	-	10172	SouthAmerica1	Brazil: SP, Jundiai [IBGE7 3525904]
ncbi-curated	ON022639	-	10172	SouthAmerica1	Brazil: SP, Jundiai [IBGE7 3525904]
ncbi-curated	ON022640	-	10172	SouthAmerica1	Brazil: SP, Braganca Paulista [IBGE7 3507605]
ncbi-curated	ON022641	-	10172	SouthAmerica1	Brazil: SP, Braganca Paulista [IBGE7 3507605]
ncbi-curated	ON022642	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022643	-	10172	SouthAmerica1	Brazil: SP, Braganca Paulista [IBGE7 3507605]
ncbi-curated	ON022644	-	10172	SouthAmerica1	Brazil: SP, Itatiba [IBGE7 3523404]
ncbi-curated	ON022645	-	10172	SouthAmerica1	Brazil: SP, Itatiba [IBGE7 3523404]
ncbi-curated	ON022646	-	10172	SouthAmerica1	Brazil: SP, Braganca Paulista [IBGE7 3507605]
ncbi-curated	ON022647	-	10172	SouthAmerica1	Brazil: SP, Braganca Paulista [IBGE7 3507605]
